Gene_stable_ID	Gene name	Descriptions	GO_terms
AGAP011579			
AGAP011580	eIF3k	Eukaryotic translation initiation factor 3 subunit K [Source:UniProtKB/Swiss-Prot	GO:0016282;GO:0005852;GO:0033290;GO:0005737;GO:0043022;GO:0001732;GO:0006446;GO:0003743
AGAP011581	mRpL12	39S ribosomal protein L12, mitochondrial	GO:0006412;GO:0005622;GO:0005840;GO:0003735
AGAP011582	APG3	autophagy related gene	GO:0005737;GO:0006914;GO:0015031
AGAP011583			GO:0003676;GO:0005515
AGAP011584			GO:0006508;GO:0008236;GO:0016021
AGAP011586		Protein-tyrosine phosphatase [Source:UniProtKB/TrEMBL	GO:0006470;GO:0004725;GO:0005515
AGAP011587		kelch-like protein diablo	GO:0005515
AGAP011588			GO:0003676
AGAP011589			GO:0003676
AGAP011590		Anionic trypsin-1 precursor	GO:0004252;GO:0006508
AGAP011592			GO:0005634;GO:0003677
AGAP011593			
AGAP011599			GO:0005634;GO:0003677
AGAP011600			GO:0005737;GO:0009968
AGAP011603		Long-chain acyl-CoA synthetase [Source:UniProtKB/TrEMBL	GO:0003824
AGAP011604			
AGAP011605			
AGAP011608			GO:0004252;GO:0006508;GO:0016021
AGAP011609		DBH-like monooxygenase protein 1 [Source:UniProtKB/TrEMBL	GO:0055114;GO:0005507;GO:0016021;GO:0004497;GO:0003824;GO:0016715
AGAP011610		amiloride-sensitive sodium channel, other	GO:0005272;GO:0006814;GO:0016021;GO:0016020
AGAP011611		Pickpocket	GO:0005272;GO:0006814;GO:0016021;GO:0016020
AGAP011613		DBH-like monooxygenase protein 1 [Source:UniProtKB/TrEMBL	GO:0055114;GO:0005507;GO:0016021;GO:0004497;GO:0003824;GO:0016715
AGAP011614			GO:0005576;GO:0006030;GO:0008061
AGAP011615			GO:0005576;GO:0006030;GO:0008061
AGAP011616			GO:0005576;GO:0006030;GO:0008061
AGAP011617			GO:0005576;GO:0006030;GO:0008061
AGAP011618			GO:0055114;GO:0005507;GO:0004497;GO:0003824;GO:0016715
AGAP011619			GO:0005576;GO:0006030;GO:0008061
AGAP011620		collagen, type I/II/III/V/XI/XXIV/XXVII alpha	GO:0005201
AGAP011621			GO:0005515
AGAP011622		Retina aberrant in pattern [Source:UniProtKB/TrEMBL	GO:1904668;GO:0097027;GO:0010997;GO:0005515
AGAP011623			GO:0030915;GO:0000724;GO:0007062;GO:0006281
AGAP011625		transcription factor AP-2, invertebrate	GO:0005634;GO:0006355;GO:0003700
AGAP011626	Med19	Mediator of RNA polymerase II transcription subunit 19 [Source:UniProtKB/TrEMBL	GO:0006357;GO:0016592;GO:0008134;GO:0045944;GO:0003712
AGAP011627		polyadenylate-binding protein-interacting protein 1	GO:0005515;GO:0003723
AGAP011629		dihydrolipoamide dehydrogenase	GO:0004148;GO:0005623;GO:0055114;GO:0050660;GO:0016668;GO:0045454;GO:0016491;GO:0009055
AGAP011630			
AGAP011631	Or11	odorant receptor 11	GO:0007165;GO:0005549;GO:0007608;GO:0016021;GO:0016020;GO:0004984
AGAP011634		Fumarylacetoacetate hydrolase domain containing 2A	GO:0003824
AGAP011635	mRpL35	39S ribosomal protein L35, mitochondrial	GO:0006412;GO:0005622;GO:0005840;GO:0003735
AGAP011636			
AGAP011637	snRNP-U1-A	U1 small nuclear ribonucleoprotein A	GO:0003676;GO:0000398;GO:0030619;GO:0005685
AGAP011638			GO:0046872
AGAP011640			
AGAP011641			
AGAP011642			GO:0004930
AGAP011643	GPRMTHL7	methuselah-like	GO:0004930
AGAP011644		inositol-1,4,5-trisphosphate 5-phosphatase	GO:0004439;GO:0030424;GO:0030425;GO:0001726;GO:0046855;GO:0097730;GO:1902093;GO:0005634;GO:0043025;GO:0005737;GO:0005886;GO:0046856
AGAP011647			GO:0016021;GO:0005549;GO:0007608
AGAP011648			GO:0004672;GO:0005509;GO:0006468;GO:0004713;GO:0016020;GO:0005524
AGAP011649			GO:0031012;GO:0005615;GO:0005515
AGAP011652		AAA family ATPase, CDC48 subfamily protein	GO:0005524
AGAP011653		membrane dipeptidase	GO:0016805;GO:0008235;GO:0006508;GO:0008239
AGAP011654		membrane dipeptidase	GO:0031225;GO:0046872;GO:0016805;GO:0008235;GO:0006508;GO:0008239
AGAP011655		krueppel-like family, other	GO:0003676
AGAP011656			GO:0046872
AGAP011657			GO:0046872
AGAP011659			
AGAP011660			
AGAP011661		lysine-specific histone demethylase 1	GO:0003677;GO:0055114;GO:0050660;GO:0005634;GO:0006355;GO:0034720;GO:0016491;GO:0005515
AGAP011664			
AGAP011665			
AGAP011666			
AGAP011667			
AGAP011670		transcription initiation protein SPT3	GO:0006366;GO:0003677;GO:0006357;GO:0005669;GO:0046982;GO:0003712
AGAP011673			
AGAP011674			GO:0005634;GO:0003676;GO:0008270
AGAP011675			GO:0031422;GO:0000712;GO:0005654;GO:0016604;GO:0000166;GO:0000724
AGAP011676		uncoupling protein 2, mitochondrial	GO:0031966;GO:0022857;GO:0016021;GO:0006839
AGAP011677			GO:0005525;GO:0003924
AGAP011678		transcription initiation factor TFIID subunit 5	GO:0005669;GO:0005515
AGAP011679			GO:0046872
AGAP011680		facilitated glucose transporter (solute carrier family 2)	GO:0005215;GO:0022857;GO:0016021;GO:0055085;GO:0016020
AGAP011681			GO:0006629;GO:0052689
AGAP011684		aryl hydrocarbon receptor interacting protein	GO:0005515
AGAP011685			
AGAP011686		BTB/POZ domain-containing protein 13 (germ cell-less protein-like 1)	GO:0005515
AGAP011687	RpL27	60S ribosomal protein L27 [Source:UniProtKB/TrEMBL	GO:0006412;GO:0005622;GO:0022625;GO:0005840;GO:0003735
AGAP011688		histone-lysine N-methyltransferase SETD2	GO:0018024;GO:0005634;GO:0006355;GO:0005694;GO:0034968;GO:0005515
AGAP011689			GO:0016021;GO:0008053
AGAP011690	DCTN2-p50	Dynactin subunit 2 [Source:UniProtKB/Swiss-Prot	GO:0007052;GO:0008283;GO:0000278;GO:0005869;GO:0005737;GO:0005813;GO:0005874;GO:0031982;GO:0030286;GO:0007017;GO:0016020;GO:0003774
AGAP011693	CASPL1	long caspase (CASPL1)	GO:0008234;GO:0004197;GO:0006508;GO:0006915
AGAP011694			GO:0090263
AGAP011695		homeobox protein SIX1	GO:0003677;GO:0043565;GO:0006355
AGAP011696		duplex-specific nuclease	GO:0003676;GO:0046872;GO:0016787
AGAP011697			GO:0005515
AGAP011698		deoxyribonuclease I	GO:0004529;GO:0004521;GO:0005743;GO:0006309;GO:0003676;GO:0000737;GO:0046872;GO:0004519;GO:0000014;GO:0016787;GO:0005739
AGAP011701		predicted G-protein coupled receptor GPCR	GO:0019236;GO:0007186
AGAP011702			GO:0005515
AGAP011703			
AGAP011704			
AGAP011705		UPF0518 protein AGAP011705	
AGAP011706	RpL27a	60S ribosomal protein L27a	GO:0006412;GO:0003735;GO:0022625;GO:0015934
AGAP011707			GO:0035556;GO:0035023;GO:0005089;GO:0005085
AGAP011708			GO:0060271;GO:0007399;GO:0008289;GO:0042953
AGAP011711		transcription factor Tbx4	GO:0003677;GO:0005634;GO:0006355;GO:0003700
AGAP011712			GO:0003677;GO:0005634;GO:0006355;GO:0003700
AGAP011713		ribonuclease P protein subunit POP4	GO:0030677;GO:0004526;GO:0008033;GO:0003723;GO:0006396;GO:0004540;GO:0001682
AGAP011716	mRpL53	39S ribosomal protein L53, mitochondrial	
AGAP011717	AGO1	argonaute 1	GO:0003676;GO:0005515
AGAP011718		lysosomal acid lipase	GO:0016298;GO:0016788;GO:0044255
AGAP011719			GO:0004252;GO:0006508
AGAP011720			
AGAP011721			GO:0005634;GO:0003676;GO:0008270
AGAP011722		epithelial splicing regulatory protein	GO:0003676
AGAP011723		mannose-1-phosphate guanylyltransferase	GO:0016779;GO:0009058
AGAP011724			GO:0005515
AGAP011727	Syx13	syntaxin 13	GO:0016020;GO:0016192
AGAP011729		Nonspecific nucleoside hydrolase	
AGAP011730	Arl1	ADP-ribosylation factor-like protein 1	GO:0005525
AGAP011731		DNA polymerase [Source:UniProtKB/TrEMBL	GO:0003677;GO:0003676;GO:0000166;GO:0003887
AGAP011732		palmitoyltransferase ZDHHC17	GO:0019706;GO:0016021;GO:0016409;GO:0015095;GO:0005515
AGAP011733			GO:0016020;GO:0016021
AGAP011734			GO:0005515
AGAP011735			GO:0005515
AGAP011736		Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL	GO:0005777;GO:0080019;GO:0102965;GO:0035336;GO:0016021;GO:0010025;GO:0006629
AGAP011739			GO:0005515
AGAP011740			
AGAP011743			GO:0005524
AGAP011744		tryptophanyl-tRNA synthetase	GO:0004812;GO:0006436;GO:0000166;GO:0006418;GO:0004830;GO:0005524
AGAP011745		Bestrophin homolog [Source:UniProtKB/TrEMBL	GO:0005886;GO:0005254;GO:0034707
AGAP011746			
AGAP011749			GO:0016021
AGAP011750		alpha-N-acetylglucosaminidase	
AGAP011751		Sorting nexin-33	GO:0015031;GO:0000278;GO:0035091;GO:0005515
AGAP011752		tRNA(His) guanylyltransferase	GO:0006400;GO:0000287;GO:0008193
AGAP011753			
AGAP011756	PrBP	cGMP 3',5'-cyclic phosphodiesterase subunit delta	GO:0050953;GO:0005634;GO:0005737;GO:0004114
AGAP011757		polyglutamine-binding protein 1	GO:0005515
AGAP011758			GO:0005634;GO:0003676;GO:0008270
AGAP011759			GO:0005634;GO:0003676;GO:0008270
AGAP011760			GO:0005634;GO:0003676;GO:0008270
AGAP011761		DNA-directed RNA polymerases I, II, and III subunit RPABC5	GO:0005665;GO:0003677;GO:0006351;GO:0006366;GO:0005666;GO:0003899;GO:0005736;GO:0006360;GO:0006383;GO:0008270
AGAP011762			GO:0051087
AGAP011763			GO:0005634;GO:0003676;GO:0008270
AGAP011764			
AGAP011765		Spondin-1	GO:0007155;GO:0004867;GO:0031012
AGAP011766		ethanolaminephosphotransferase	GO:0008654;GO:0016020;GO:0016780
AGAP011767		protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	GO:0018342;GO:0018344;GO:0008318;GO:0005965;GO:0005737;GO:0005953;GO:0018343
AGAP011768		growth factor receptor-binding protein 2	GO:0007265;GO:0005515
AGAP011769		fanconi anemia group D2 protein	GO:0006281
AGAP011770		low density lipoprotein receptor-related protein	GO:0005515
AGAP011771			
AGAP011772			
AGAP011773			GO:0005515
AGAP011774			GO:0005515
AGAP011775		PHD finger protein 7	GO:0046872
AGAP011776		Protein kinase protein	GO:0004672;GO:0006468;GO:0004713;GO:0005524
AGAP011777	RpSA	40S ribosomal protein SA [Source:UniProtKB/Swiss-Prot	GO:0006412;GO:0002181;GO:0005622;GO:0015935;GO:0005840;GO:0022627;GO:0000028;GO:0003735
AGAP011778			
AGAP011779	TAB2	TAK1-associated binding protein 2	GO:0046872
AGAP011780	CLIPA4	CLIP-domain serine protease	GO:0004252;GO:0006508
AGAP011781	CLIPA12	CLIP-domain serine protease	GO:0004252;GO:0006508;GO:0005615
AGAP011782	CLIPE2	CLIP-domain serine protease	GO:0004252;GO:0006508
AGAP011783	CLIPA13	CLIP-domain serine protease	GO:0004252;GO:0006508;GO:0005615
AGAP011784			
AGAP011785	CLIPE6	CLIP-domain serine protease	GO:0004252;GO:0006508;GO:0005615
AGAP011786	CLIPE7	CLIP-domain serine protease	GO:0004252;GO:0006508
AGAP011787	CLIPA5	CLIP-domain serine protease	GO:0004252;GO:0006508;GO:0005615
AGAP011788	CLIPA14	CLIP-domain serine protease [Source:UniProtKB/TrEMBL	GO:0004252;GO:0006508
AGAP011789	CLIPA6	CLIP-domain serine protease	GO:0004252;GO:0006508;GO:0005615
AGAP011790	CLIPA2	CLIP-domain serine protease	GO:0004252;GO:0006508
AGAP011791	CLIPA1	CLIP-domain serine protease	GO:0004252;GO:0006508
AGAP011792	CLIPA7	CLIP-domain serine protease	GO:0004252;GO:0006508
AGAP011793		CLIP-domain serine protease	GO:0004252;GO:0006508
AGAP011794		CLIPA1 protein [Source:UniProtKB/TrEMBL	GO:0004252;GO:0006508
AGAP011795			
AGAP011796		solute carrier family 29 (equilibrative nucleoside transporter), member 4	GO:0008504;GO:0016021;GO:1901642;GO:0055085;GO:0005337
AGAP011797			GO:0005634;GO:0003713;GO:0031490
AGAP011799		Anaphase-promoting complex subunit 10 [Source:UniProtKB/TrEMBL	GO:0070979;GO:0031145;GO:0051301;GO:0005680;GO:0007049
AGAP011800		Transaldolase [Source:UniProtKB/TrEMBL	GO:0005975;GO:0006098;GO:0005737;GO:0003824;GO:0009052;GO:0004801
AGAP011801		coiled-coil domain-containing protein 22 homolog	
AGAP011802	RpL39	60S ribosomal protein L39	GO:0006412;GO:0005622;GO:0022625;GO:0005840;GO:0003735
AGAP011803	mRpS27	28S ribosomal protein S27, mitochondrial [Source:UniProtKB/TrEMBL	GO:0005739
AGAP011804		translation initiation factor 2D	GO:0001731;GO:0006413;GO:0003723;GO:0003743
AGAP011805		ornithine decarboxylase	GO:0006596;GO:0003824
AGAP011806		ornithine decarboxylase	GO:0006596;GO:0003824
AGAP011807		Antizyme inhibitor 1	GO:0006596;GO:0003824
AGAP011808		ornithine decarboxylase	GO:0033387;GO:0005737;GO:0003824;GO:0006596;GO:0004586
AGAP011809			
AGAP011810		Retinol dehydrogenase 12 (all-trans/9-cis/11-cis)	
AGAP011811			
AGAP011812		elongation of very long chain fatty acids	GO:0016021
AGAP011813	Or54	odorant receptor 54	GO:0007165;GO:0005549;GO:0007608;GO:0016021;GO:0016020;GO:0005886;GO:0050911;GO:0004984
AGAP011814		guanine nucleotide binding protein (G protein), beta polypeptide 1-like	GO:0005515
AGAP011815			
AGAP011816			
AGAP011817			GO:0016021
AGAP011818			GO:0016021;GO:0016567;GO:0061630
AGAP011819		S2P endopeptidase	GO:1990440;GO:0031293;GO:0005737;GO:0016021;GO:0004222;GO:0006508;GO:0016020;GO:0051091
AGAP011820			GO:0033617;GO:0005739
AGAP011821		cysteinyl-tRNA synthetase	GO:0004812;GO:0006423;GO:0000166;GO:0006418;GO:0004817;GO:0005524
AGAP011822		proteasome component ECM29	GO:0043248
AGAP011823		E3 ubiquitin-protein ligase HERC2	GO:0016567;GO:0046872;GO:0004842
AGAP011824	TPX4	thioredoxin peroxidase 4	GO:0005829;GO:0055114;GO:0051920;GO:0045454;GO:0034599;GO:0016491;GO:0004601;GO:0016209;GO:0042744
AGAP011825			GO:0033617;GO:0016021;GO:0005743
AGAP011826		cytochrome c oxidase assembly protein subunit 17	GO:0006825;GO:0005758;GO:0016531;GO:0005507
AGAP011827		acetyl-CoA acyltransferase	GO:0016747;GO:0003824
AGAP011828	Cp1	Cathepsin L [Source:UniProtKB/TrEMBL	GO:0006508;GO:0008234
AGAP011829		NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4	GO:0005739;GO:0008137
AGAP011830		myo-inositol-1-phosphate synthase	GO:0008654;GO:0006021;GO:0004512
AGAP011831		H/ACA ribonucleoprotein complex non-core subunit NAF1	GO:0003723;GO:0000493;GO:0005732;GO:0001522;GO:0042254
AGAP011832		Death-associated protein 1	GO:0070513;GO:0034198;GO:0097190;GO:0010507
AGAP011833		enoyl-CoA hydratase	GO:0004300;GO:0003824;GO:0005739;GO:0006635
AGAP011834		mitochondrial trans-2-enoyl-CoA reductase	GO:0055114;GO:0019166;GO:0006631;GO:0016491;GO:0005739
AGAP011835			GO:0005515
AGAP011836			
AGAP011837		U6 snRNA-associated Sm-like protein LSm8 [Source:UniProtKB/TrEMBL	GO:0005681;GO:0005688;GO:0016070;GO:0003723;GO:0046540;GO:0000398
AGAP011838			
AGAP011839		mitochondrial uncoupling protein	GO:0071423;GO:0071422;GO:0035435;GO:0015297;GO:0015709;GO:0055085;GO:0015140;GO:0016021;GO:0015117;GO:0015729;GO:0015141;GO:0022857;GO:0015131;GO:0015116;GO:0008272
AGAP011842		signal peptidase complex subunit 2	GO:0005787;GO:0045047;GO:0016021;GO:0008233;GO:0006465
AGAP011843			GO:0005515
AGAP011844			
AGAP011845		Histone H2A [Source:UniProtKB/TrEMBL	GO:0006325;GO:0003677;GO:0005634;GO:0000790;GO:0000786;GO:0046982
AGAP011846		cytochrome b-561 domain containing protein 2	
AGAP011847			GO:0003677
AGAP011848		elongation of very long chain fatty acids protein 7	GO:0016021
AGAP011849		platelet-activating factor acetylhydrolase IB subunit alpha	GO:0005515
AGAP011850			GO:0004860;GO:0006469;GO:0019901;GO:0005730;GO:0003725
AGAP011852		Short-chain dehydrogenease/reductase	GO:0016491
AGAP011854			
AGAP011858		zinc finger HIT domain-containing protein 3	GO:0005634;GO:0048254;GO:0046872;GO:0070761;GO:0000492;GO:0000463
AGAP011859		beta-glucuronidase	GO:0005975;GO:0004553
AGAP011870	MMP2	matrix metalloprotease 2	GO:0031012;GO:0016021;GO:0004222;GO:0008237;GO:0006508;GO:0008270
AGAP011871		E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL	GO:0005634;GO:0007275;GO:0016567;GO:0008270;GO:0006511;GO:0005515
AGAP011872		ubiquitin-activating enzyme E1	GO:0008641;GO:0005524;GO:0006464
AGAP011874		kinesin-like protein KIF12	GO:0007018;GO:0003777;GO:0005874;GO:0008017;GO:0005524
AGAP011875			GO:0003676;GO:0046872
AGAP011876		Zinc finger protein 277 [Source:UniProtKB/TrEMBL	GO:0003676
AGAP011877			GO:0005634;GO:0003676;GO:0008270
AGAP011878			GO:0005634;GO:0007096
AGAP011879			GO:0006479;GO:0008276
AGAP011880		G patch domain containing 1	GO:0003676;GO:0006397;GO:0003723
AGAP011881		polycomb protein SUZ12	GO:0003676
AGAP011883			
AGAP011884		Nucleolar protein 4 [Source:UniProtKB/TrEMBL	GO:0003676;GO:0003723
AGAP011885		tRNA-splicing endonuclease subunit Sen34 [Source:UniProtKB/TrEMBL	GO:0003676;GO:0006388;GO:0000213;GO:0004518;GO:0000214;GO:0016829;GO:0000379
AGAP011886	mRpS2	28S ribosomal protein S2, mitochondrial [Source:UniProtKB/TrEMBL	GO:0006412;GO:0005622;GO:0015935;GO:0005840;GO:0003735
AGAP011887		nuclear pore complex protein Nup37	GO:0031080;GO:0005515
AGAP011888		exportin-5	GO:0008536;GO:0051168;GO:0005049;GO:0005634;GO:0046825;GO:0005737;GO:0006886;GO:0042565
AGAP011889		methyltransferase	GO:0008168
AGAP011890		mitogen-activated protein kinase-activated protein kinase 2	GO:0004672;GO:0006468;GO:0004674;GO:0005524
AGAP011891			
AGAP011892		Required for meiotic nuclear division 5 homolog A [Source:UniProtKB/TrEMBL	GO:0005515
AGAP011893		Potentail helicase MOV-10	GO:0032575;GO:0035194;GO:0003723
AGAP011895		Uroporphyrinogen decarboxylase [Source:UniProtKB/TrEMBL	GO:0006779;GO:0004853;GO:0006782
AGAP011896	RpL31	60S ribosomal protein L31	GO:0006412;GO:0002181;GO:0005622;GO:0022625;GO:0005840;GO:0003735
AGAP011897			
AGAP011898			GO:0005515
AGAP011899		Bardet-Biedl syndrome 7 protein	GO:0043005;GO:0060271;GO:0034464;GO:0036064;GO:0046907;GO:1905515;GO:0005930;GO:0016020;GO:0008104;GO:0005515
AGAP011900		Alkylated DNA repair protein alkB homolog 8 [Source:UniProtKB/TrEMBL	GO:0055114;GO:0003676;GO:0002098;GO:0008168;GO:0016300;GO:0016491;GO:0030488
AGAP011901			
AGAP011902			GO:0005634;GO:0003677;GO:0005515
AGAP011904			GO:0008536;GO:0005623;GO:0006886
AGAP011905		Glycoprotein endo-alpha-1,2-mannosidase [Source:UniProtKB/TrEMBL	GO:0016798;GO:0016021
AGAP011906		exosome complex component MTR3	GO:0000177;GO:0034427;GO:0071051;GO:0000176;GO:0005730;GO:0071028;GO:0034475;GO:0016075
AGAP011907		Splicing factor 3B subunit 5 [Source:UniProtKB/TrEMBL	GO:0005686;GO:0000398;GO:0071011
AGAP011908			GO:0004252;GO:0006508
AGAP011909			GO:0004252;GO:0006508
AGAP011910			GO:0004252;GO:0006508
AGAP011911		F-box protein 39 [Source:UniProtKB/TrEMBL	GO:0005515
AGAP011912			GO:0004252;GO:0006508
AGAP011913			GO:0004252;GO:0006508
AGAP011914			GO:0004252;GO:0006508
AGAP011915	Gr35	gustatory receptor 35	GO:0007165;GO:0030424;GO:0030425;GO:0050909;GO:0008049;GO:0043025;GO:0010037;GO:0050913;GO:0008527;GO:0016021;GO:0007635;GO:0005886
AGAP011916	COEB6582	carboxylesterase	GO:0016021
AGAP011917		serine-type enodpeptidase	GO:0004252;GO:0006508
AGAP011918		Serine-type enodpeptidase	GO:0004252;GO:0006508;GO:0005615
AGAP011919		eupolytin	GO:0004252;GO:0006508
AGAP011920		eupolytin	GO:0004252;GO:0006508
AGAP011921			
AGAP011922		Lipase maturation factor [Source:UniProtKB/TrEMBL	GO:0005789;GO:0016021
AGAP011923			
AGAP011924		Potassium channel subfamily K, invertebrate [Source:UniProtKB/TrEMBL	GO:0071805;GO:0016021;GO:0005267;GO:0016020
AGAP011925		Patatin-like phospholipase domain containing 5	GO:0006629;GO:0016042;GO:0016787
AGAP011926			GO:0007155;GO:0016021;GO:0042246
AGAP011927		brachyury protein	GO:0005634;GO:0006355;GO:0003700
AGAP011929			GO:0005515
AGAP011930		F-box and leucine-rich repeat protein 9	GO:0019005;GO:0031146;GO:0016567;GO:0006511;GO:0005515
AGAP011931	mRpS31	28S ribosomal protein S31, mitochondrial	GO:0005763;GO:0003735
AGAP011932		E3 ubiquitin-protein ligase mind-bomb	GO:0004842;GO:0046872;GO:0016567;GO:0008270;GO:0005515
AGAP011933		phosphorylated CTD-interacting factor	GO:0005515
AGAP011934		bone morphogenetic protein 7	GO:0043408;GO:0060395;GO:0005615;GO:0030509;GO:0010862;GO:0048468;GO:0008083;GO:0005125;GO:0042981;GO:0005160;GO:0070700
AGAP011935			
AGAP011936			GO:0005975;GO:0005576;GO:0008061;GO:0006030;GO:0003824;GO:0016810;GO:0005515
AGAP011937			GO:0005975;GO:0005576;GO:0008061;GO:0006030;GO:0003824;GO:0005515
AGAP011938		lamin	
AGAP011939			GO:0005975;GO:0003824
AGAP011940		sphingomyelin phosphodiesterase	GO:0006685;GO:0004767;GO:0016787
AGAP011943	IR60a	ionotropic receptor IR60a	GO:0016021
AGAP011944			
AGAP011945			GO:0051117;GO:0042030;GO:0006783;GO:0032780;GO:0005739
AGAP011946	mRpL15	39S ribosomal protein L15, mitochondrial	GO:0006412;GO:0003735;GO:0005762;GO:0015934
AGAP011947			GO:0005515
AGAP011948		threonine 3-dehydrogenase	GO:0050662;GO:0006567;GO:0003824;GO:0008743
AGAP011949	CASPS1	short caspase 1	GO:0006508;GO:0004197;GO:0008234
AGAP011950	CASPS2	short caspase 2	GO:0006508;GO:0004197;GO:0008234
AGAP011951	CASPS4	short caspase 4	GO:0006508;GO:0004197;GO:0008234
AGAP011952	CASPS3	short caspase 3	GO:0006508;GO:0004197;GO:0008234
AGAP011954			GO:0016021
AGAP011955			
AGAP011956			GO:0003729;GO:0003676;GO:0003723;GO:0007281
AGAP011957			
AGAP011958			GO:0005515
AGAP011959	king-tubby	protein king tubby	
AGAP011960		tRNA-specific 2-thiouridylase	GO:0008033;GO:0016783;GO:0016740
AGAP011961		cell division control protein 45	GO:0003697;GO:1902977;GO:1900087;GO:0000727;GO:0003682;GO:0031261;GO:0031298;GO:0043138;GO:0005656;GO:0006270;GO:0003688;GO:0031938
AGAP011962			GO:0016021
AGAP011963			GO:0003677;GO:0003676
AGAP011964			GO:0016021
AGAP011965		neuralized-like protein 411965]	
AGAP011966		transcription termination factor 2	GO:0005524
AGAP011967		IQ motif containing with AAA domain 1-like	GO:0005524;GO:0005515
AGAP011968	IR76b	ionotropic receptor IR76b	GO:0004970;GO:0016020;GO:0016021
AGAP011969			
AGAP011970		Abhydrolase domain-containing protein 7 [Source:UniProtKB/TrEMBL	GO:0003824
AGAP011971		Ser/Thr protein phosphatase/nucleotidase	GO:0009166;GO:0016788;GO:0046872;GO:0000166;GO:0016787
AGAP011972		Epoxide hydrolase	GO:0016021;GO:0003824
AGAP011973		DNA-directed RNA polymerase III subunit RPC6	GO:0006383;GO:0003899;GO:0005666
AGAP011974	SCRC1	Class C Scavenger Receptor (Sushi/SCR/CCP and Somatomedin B domains).	GO:0030247;GO:0006955;GO:0016021;GO:0016020;GO:0005044
AGAP011975		Ufm1-specific protease 2 [Source:UniProtKB/TrEMBL	
AGAP011976			GO:0005576;GO:0006030;GO:0008061
AGAP011977			GO:0005975;GO:0005576;GO:0008061;GO:0006030
AGAP011978	Or62	odorant receptor 62	GO:0007165;GO:0005549;GO:0007608;GO:0016021;GO:0016020;GO:0004984
AGAP011979	Or60	odorant receptor 60	GO:0007165;GO:0005549;GO:0007608;GO:0016021;GO:0016020;GO:0004984
AGAP011980			GO:0016021
AGAP011981			
AGAP011982			GO:0005623;GO:0017038;GO:0006605;GO:0015462;GO:0006886;GO:0016020;GO:0005524
AGAP011983		ATP-dependent (S)-NAD(P)H-hydrate dehydratase [Source:UniProtKB/TrEMBL	GO:0046496;GO:0052855;GO:0005524;GO:0047453
AGAP011984		UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 20	GO:0000139;GO:0006486;GO:0030246;GO:0016021;GO:0016757
AGAP011985		twist	GO:0046983
AGAP011987		Fas apoptotic inhibitory molecule	GO:0043066
AGAP011989	Or63	odorant receptor 63	GO:0007165;GO:0005549;GO:0007608;GO:0016021;GO:0016020;GO:0005886;GO:0050911;GO:0004984
AGAP011990	Or64	odorant receptor 64	GO:0005549;GO:0007608;GO:0016021;GO:0016020;GO:0005886;GO:0050911;GO:0004984
AGAP011991	Or61	odorant receptor 61	GO:0007165;GO:0005549;GO:0007608;GO:0016021;GO:0016020;GO:0005886;GO:0050911;GO:0004984
AGAP011992		lysosomal acid lipase	GO:0016788;GO:0016042;GO:0016298;GO:0044255
AGAP011996		Protein RER1 [Source:UniProtKB/TrEMBL	GO:0016021
AGAP011997		Cytosolic Fe-S cluster assembly factor NUBP1 homolog [Source:UniProtKB/Swiss-Prot	GO:0005829;GO:0051539;GO:0016226;GO:0046872;GO:0051536;GO:0005524
AGAP012000		fibrinogen and fibronectin	
AGAP012001			GO:0003677;GO:0043565;GO:0005634;GO:0006355
AGAP012002			
AGAP012003		tRNA pseudouridine synthase 10	GO:0009982;GO:0003723;GO:0009451;GO:0001522
AGAP012004			GO:0005643;GO:0016973
AGAP012005	ABCF3	ATP-binding cassette transporter (ABC transporter) family F member 3	GO:0016887;GO:0005524
AGAP012006		Protein phosphatase 1 regulatory subunit 16A [Source:UniProtKB/TrEMBL	GO:0005515
AGAP012007			GO:0003676
AGAP012008			GO:0005515
AGAP012009		chromodomain-helicase-DNA-binding protein 4	GO:0006325;GO:0046872;GO:0007098;GO:0016581;GO:0005524;GO:0007051
AGAP012010		6-phosphofructo-2-kinase / fructose-2,6-bisphosphatase	GO:0006003;GO:0003873;GO:0003824;GO:0006000;GO:0005524
AGAP012011			
AGAP012012			GO:0042147;GO:0035091
AGAP012013			GO:0005634
AGAP012014	Arf1	ADP-ribosylation factor 1	GO:0005525
AGAP012015			
AGAP012017			
AGAP012018			GO:0031175;GO:0005886;GO:0016021
AGAP012019			GO:0016021;GO:0005887
AGAP012020			GO:0004252;GO:0006508
AGAP012021			GO:0004252;GO:0006508
AGAP012022			GO:0004252;GO:0006508
AGAP012023			GO:0003676;GO:0008270
AGAP012026		beta-adrenergic-receptor kinase	GO:0004672;GO:0007165;GO:0004703;GO:0006468;GO:0005524;GO:0004674
AGAP012027			GO:0005634;GO:0003676;GO:0008270
AGAP012028		copper chaperone	GO:0030001;GO:0046872
AGAP012029		centriolar protein POC1	GO:0005515
AGAP012030	mRpL21	39S ribosomal protein L21, mitochondrial	GO:0005840;GO:0005762;GO:0003735
AGAP012031			
AGAP012032			GO:0005515
